Castle,BusinessDate,DayOfWeek,HourMinute,Product,ProductUOM,ForecastedAmountOZ,ForecastedSales
CHIC 42,1/26/2022,WEDNESDAY,8:00,FRENCH FRIES,OZ,4.46,32.24
CHIC 42,1/26/2022,WEDNESDAY,8:15,FRENCH FRIES,OZ,0,38.18
CHIC 42,1/26/2022,WEDNESDAY,8:30,FRENCH FRIES,OZ,0,36.95
CHIC 42,1/26/2022,WEDNESDAY,8:45,FRENCH FRIES,OZ,4.46,52.42
CHIC 42,1/26/2022,WEDNESDAY,9:00,FRENCH FRIES,OZ,0,57.09
CHIC 42,1/26/2022,WEDNESDAY,9:15,FRENCH FRIES,OZ,25.52,54.72
CHIC 42,1/26/2022,WEDNESDAY,9:30,FRENCH FRIES,OZ,4.46,56.29
CHIC 42,1/26/2022,WEDNESDAY,9:45,FRENCH FRIES,OZ,4.46,66.33
CHIC 42,1/26/2022,WEDNESDAY,10:00,FRENCH FRIES,OZ,17,74.86
CHIC 42,1/26/2022,WEDNESDAY,10:15,FRENCH FRIES,OZ,43.5,64.75
CHIC 42,1/26/2022,WEDNESDAY,10:30,FRENCH FRIES,OZ,30.38,73.75
CHIC 42,1/26/2022,WEDNESDAY,10:45,FRENCH FRIES,OZ,26.36,75.53
CHIC 42,1/26/2022,WEDNESDAY,11:00,FRENCH FRIES,OZ,102.14,97.83
CHIC 42,1/26/2022,WEDNESDAY,11:15,FRENCH FRIES,OZ,38.46,101.27
CHIC 42,1/26/2022,WEDNESDAY,11:30,FRENCH FRIES,OZ,55.5,121
CHIC 42,1/26/2022,WEDNESDAY,11:45,FRENCH FRIES,OZ,47.52,139.15
CHIC 42,1/26/2022,WEDNESDAY,12:00,FRENCH FRIES,OZ,76.12,189.61
CHIC 42,1/26/2022,WEDNESDAY,12:15,FRENCH FRIES,OZ,68.88,165.34
CHIC 42,1/26/2022,WEDNESDAY,12:30,FRENCH FRIES,OZ,34,157.99
CHIC 42,1/26/2022,WEDNESDAY,12:45,FRENCH FRIES,OZ,89.06,160.23
CHIC 42,1/26/2022,WEDNESDAY,13:00,FRENCH FRIES,OZ,94.76,138.87
CHIC 42,1/26/2022,WEDNESDAY,13:15,FRENCH FRIES,OZ,65.3,124.19
CHIC 42,1/26/2022,WEDNESDAY,13:30,FRENCH FRIES,OZ,30.82,120.32
CHIC 42,1/26/2022,WEDNESDAY,13:45,FRENCH FRIES,OZ,31.22,127.17
CHIC 42,1/26/2022,WEDNESDAY,14:00,FRENCH FRIES,OZ,22.3,106.88
CHIC 42,1/26/2022,WEDNESDAY,14:15,FRENCH FRIES,OZ,22.3,108.17
CHIC 42,1/26/2022,WEDNESDAY,14:30,FRENCH FRIES,OZ,13.38,112.66
CHIC 42,1/26/2022,WEDNESDAY,14:45,FRENCH FRIES,OZ,47.38,96.85
CHIC 42,1/26/2022,WEDNESDAY,15:00,FRENCH FRIES,OZ,17.44,86.79
CHIC 42,1/26/2022,WEDNESDAY,15:15,FRENCH FRIES,OZ,22.3,93.85
CHIC 42,1/26/2022,WEDNESDAY,15:30,FRENCH FRIES,OZ,43.8,93.05
CHIC 42,1/26/2022,WEDNESDAY,15:45,FRENCH FRIES,OZ,22.84,90.32
CHIC 42,1/26/2022,WEDNESDAY,16:00,FRENCH FRIES,OZ,39.3,104.27
CHIC 42,1/26/2022,WEDNESDAY,16:15,FRENCH FRIES,OZ,17.44,105.66
CHIC 42,1/26/2022,WEDNESDAY,16:30,FRENCH FRIES,OZ,22.3,88.13
CHIC 42,1/26/2022,WEDNESDAY,16:45,FRENCH FRIES,OZ,21.9,119.05
CHIC 42,1/26/2022,WEDNESDAY,17:00,FRENCH FRIES,OZ,22.3,103.14
CHIC 42,1/26/2022,WEDNESDAY,17:15,FRENCH FRIES,OZ,22.84,133.16
CHIC 42,1/26/2022,WEDNESDAY,17:30,FRENCH FRIES,OZ,40.38,111.27
CHIC 42,1/26/2022,WEDNESDAY,17:45,FRENCH FRIES,OZ,0,115.32
CHIC 42,1/26/2022,WEDNESDAY,18:00,FRENCH FRIES,OZ,43.76,132.1
CHIC 42,1/26/2022,WEDNESDAY,18:15,FRENCH FRIES,OZ,56.44,96.5
CHIC 42,1/26/2022,WEDNESDAY,18:30,FRENCH FRIES,OZ,4.46,118.08
CHIC 42,1/26/2022,WEDNESDAY,18:45,FRENCH FRIES,OZ,34,124.02
CHIC 42,1/26/2022,WEDNESDAY,19:00,FRENCH FRIES,OZ,4.46,88.52
CHIC 42,1/26/2022,WEDNESDAY,19:15,FRENCH FRIES,OZ,21.46,97.07
CHIC 42,1/26/2022,WEDNESDAY,19:30,FRENCH FRIES,OZ,13.92,81.98
CHIC 42,1/26/2022,WEDNESDAY,19:45,FRENCH FRIES,OZ,0,68.74
CHIC 42,1/26/2022,WEDNESDAY,20:00,FRENCH FRIES,OZ,26.76,79.06
CHIC 42,1/26/2022,WEDNESDAY,20:15,FRENCH FRIES,OZ,12.98,74.36
CHIC 42,1/26/2022,WEDNESDAY,20:30,FRENCH FRIES,OZ,12.98,76.99
CHIC 42,1/26/2022,WEDNESDAY,20:45,FRENCH FRIES,OZ,21.46,72.37
CHIC 42,1/26/2022,WEDNESDAY,21:00,FRENCH FRIES,OZ,5,68.79
CHIC 42,1/26/2022,WEDNESDAY,21:15,FRENCH FRIES,OZ,8.52,64.55
CHIC 42,1/26/2022,WEDNESDAY,21:30,FRENCH FRIES,OZ,21.9,89.16
CHIC 42,1/26/2022,WEDNESDAY,21:45,FRENCH FRIES,OZ,31.22,81.9
CHIC 42,1/26/2022,WEDNESDAY,22:00,FRENCH FRIES,OZ,30.82,70.51
CHIC 42,1/26/2022,WEDNESDAY,22:15,FRENCH FRIES,OZ,4.46,76.4
CHIC 42,1/26/2022,WEDNESDAY,22:30,FRENCH FRIES,OZ,13.38,72.42
CHIC 42,1/26/2022,WEDNESDAY,22:45,FRENCH FRIES,OZ,34,74.79
CHIC 42,1/26/2022,WEDNESDAY,23:00,FRENCH FRIES,OZ,22.3,58.2
CHIC 42,1/26/2022,WEDNESDAY,23:15,FRENCH FRIES,OZ,43,86.71
CHIC 42,1/26/2022,WEDNESDAY,23:30,FRENCH FRIES,OZ,21.46,67.05
CHIC 42,1/26/2022,WEDNESDAY,23:45,FRENCH FRIES,OZ,21.46,73.86
CHIC 42,1/26/2022,WEDNESDAY,0:00,FRENCH FRIES,OZ,26.76,49.74
CHIC 42,1/26/2022,WEDNESDAY,0:15,FRENCH FRIES,OZ,8.92,69.26
CHIC 42,1/26/2022,WEDNESDAY,0:30,FRENCH FRIES,OZ,0,59.49
CHIC 42,1/26/2022,WEDNESDAY,0:45,FRENCH FRIES,OZ,0,32.49
CHIC 42,1/26/2022,WEDNESDAY,1:00,FRENCH FRIES,OZ,5,39.37
CHIC 42,1/26/2022,WEDNESDAY,1:15,FRENCH FRIES,OZ,0,41.82
CHIC 42,1/26/2022,WEDNESDAY,1:30,FRENCH FRIES,OZ,4.46,38.67
CHIC 42,1/26/2022,WEDNESDAY,1:45,FRENCH FRIES,OZ,0,35.15
CHIC 42,1/26/2022,WEDNESDAY,2:00,FRENCH FRIES,OZ,5,30.91
CHIC 42,1/26/2022,WEDNESDAY,2:15,FRENCH FRIES,OZ,0,29.26
CHIC 42,1/26/2022,WEDNESDAY,2:30,FRENCH FRIES,OZ,8.92,39.49
CHIC 42,1/26/2022,WEDNESDAY,2:45,FRENCH FRIES,OZ,4.46,27.63
CHIC 42,1/26/2022,WEDNESDAY,3:00,FRENCH FRIES,OZ,47.82,25.25
CHIC 42,1/26/2022,WEDNESDAY,3:15,FRENCH FRIES,OZ,0,34.66
CHIC 42,1/26/2022,WEDNESDAY,3:30,FRENCH FRIES,OZ,12.98,28.6
CHIC 42,1/26/2022,WEDNESDAY,3:45,FRENCH FRIES,OZ,8.92,21.2
CHIC 42,1/26/2022,WEDNESDAY,4:00,FRENCH FRIES,OZ,0,29.79
CHIC 42,1/26/2022,WEDNESDAY,4:15,FRENCH FRIES,OZ,8.52,19.23
CHIC 42,1/26/2022,WEDNESDAY,4:30,FRENCH FRIES,OZ,4.46,16.15
CHIC 42,1/26/2022,WEDNESDAY,4:45,FRENCH FRIES,OZ,12.54,29.24
CHIC 42,1/26/2022,WEDNESDAY,5:00,FRENCH FRIES,OZ,4.46,26.23
CHIC 42,1/26/2022,WEDNESDAY,5:15,FRENCH FRIES,OZ,0,25.13
CHIC 42,1/26/2022,WEDNESDAY,5:30,FRENCH FRIES,OZ,21.46,28.35
CHIC 42,1/26/2022,WEDNESDAY,5:45,FRENCH FRIES,OZ,0,24.25
CHIC 42,1/27/2022,THURSDAY,6:00,FRENCH FRIES,OZ,4.46,22.07
CHIC 42,1/27/2022,THURSDAY,6:15,FRENCH FRIES,OZ,0,19.18
CHIC 42,1/27/2022,THURSDAY,6:30,FRENCH FRIES,OZ,4.46,31.51
CHIC 42,1/27/2022,THURSDAY,6:45,FRENCH FRIES,OZ,4.46,25.91
CHIC 42,1/27/2022,THURSDAY,7:00,FRENCH FRIES,OZ,4.46,23.22
CHIC 42,1/27/2022,THURSDAY,7:15,FRENCH FRIES,OZ,4.46,29.27
CHIC 42,1/27/2022,THURSDAY,7:30,FRENCH FRIES,OZ,0,30.84
CHIC 42,1/27/2022,THURSDAY,7:45,FRENCH FRIES,OZ,4.46,40.35
CHIC 42,1/27/2022,THURSDAY,8:00,FRENCH FRIES,OZ,8.52,36.81
CHIC 42,1/27/2022,THURSDAY,8:15,FRENCH FRIES,OZ,13.92,36.37
CHIC 42,1/27/2022,THURSDAY,8:30,FRENCH FRIES,OZ,4.46,49.23
CHIC 42,1/27/2022,THURSDAY,8:45,FRENCH FRIES,OZ,26.36,41.82
CHIC 42,1/27/2022,THURSDAY,9:00,FRENCH FRIES,OZ,0,59.12
CHIC 42,1/27/2022,THURSDAY,9:15,FRENCH FRIES,OZ,17.84,56.54
CHIC 42,1/27/2022,THURSDAY,9:30,FRENCH FRIES,OZ,8.92,55.19
CHIC 42,1/27/2022,THURSDAY,9:45,FRENCH FRIES,OZ,8.92,61.78
CHIC 42,1/27/2022,THURSDAY,10:00,FRENCH FRIES,OZ,22.3,53.03
CHIC 42,1/27/2022,THURSDAY,10:15,FRENCH FRIES,OZ,38.9,82.14
CHIC 42,1/27/2022,THURSDAY,10:30,FRENCH FRIES,OZ,23.38,77.1
CHIC 42,1/27/2022,THURSDAY,10:45,FRENCH FRIES,OZ,38.9,96
CHIC 42,1/27/2022,THURSDAY,11:00,FRENCH FRIES,OZ,8.92,99.35
CHIC 42,1/27/2022,THURSDAY,11:15,FRENCH FRIES,OZ,26.36,112.43
CHIC 42,1/27/2022,THURSDAY,11:30,FRENCH FRIES,OZ,44.2,142.36
CHIC 42,1/27/2022,THURSDAY,11:45,FRENCH FRIES,OZ,78.2,139.35
CHIC 42,1/27/2022,THURSDAY,12:00,FRENCH FRIES,OZ,52.68,168.26
CHIC 42,1/27/2022,THURSDAY,12:15,FRENCH FRIES,OZ,40.14,168.79
CHIC 42,1/27/2022,THURSDAY,12:30,FRENCH FRIES,OZ,82.22,150.68
CHIC 42,1/27/2022,THURSDAY,12:45,FRENCH FRIES,OZ,22.84,170.87
CHIC 42,1/27/2022,THURSDAY,13:00,FRENCH FRIES,OZ,42.08,128.79
CHIC 42,1/27/2022,THURSDAY,13:15,FRENCH FRIES,OZ,56.74,121.45
CHIC 42,1/27/2022,THURSDAY,13:30,FRENCH FRIES,OZ,34.44,128.41
CHIC 42,1/27/2022,THURSDAY,13:45,FRENCH FRIES,OZ,4.46,131.57
CHIC 42,1/27/2022,THURSDAY,14:00,FRENCH FRIES,OZ,38.46,120.95
CHIC 42,1/27/2022,THURSDAY,14:15,FRENCH FRIES,OZ,52.28,123.18
CHIC 42,1/27/2022,THURSDAY,14:30,FRENCH FRIES,OZ,64.38,118.17
CHIC 42,1/27/2022,THURSDAY,14:45,FRENCH FRIES,OZ,42.96,103.27
CHIC 42,1/27/2022,THURSDAY,15:00,FRENCH FRIES,OZ,35.28,90.27
CHIC 42,1/27/2022,THURSDAY,15:15,FRENCH FRIES,OZ,17.84,115.14
CHIC 42,1/27/2022,THURSDAY,15:30,FRENCH FRIES,OZ,25.92,106.01
CHIC 42,1/27/2022,THURSDAY,15:45,FRENCH FRIES,OZ,48.22,126.38
CHIC 42,1/27/2022,THURSDAY,16:00,FRENCH FRIES,OZ,21.9,107.8
CHIC 42,1/27/2022,THURSDAY,16:15,FRENCH FRIES,OZ,85.54,114.45
CHIC 42,1/27/2022,THURSDAY,16:30,FRENCH FRIES,OZ,62.38,113.63
CHIC 42,1/27/2022,THURSDAY,16:45,FRENCH FRIES,OZ,25.92,104.59
CHIC 42,1/27/2022,THURSDAY,17:00,FRENCH FRIES,OZ,86.38,122.87
CHIC 42,1/27/2022,THURSDAY,17:15,FRENCH FRIES,OZ,39.3,104.11
CHIC 42,1/27/2022,THURSDAY,17:30,FRENCH FRIES,OZ,13.38,112.23
CHIC 42,1/27/2022,THURSDAY,17:45,FRENCH FRIES,OZ,34,118.02
CHIC 42,1/27/2022,THURSDAY,18:00,FRENCH FRIES,OZ,22.3,114.42
CHIC 42,1/27/2022,THURSDAY,18:15,FRENCH FRIES,OZ,65.26,97.77
CHIC 42,1/27/2022,THURSDAY,18:30,FRENCH FRIES,OZ,55.06,113.06
CHIC 42,1/27/2022,THURSDAY,18:45,FRENCH FRIES,OZ,22.3,89.93
CHIC 42,1/27/2022,THURSDAY,19:00,FRENCH FRIES,OZ,43.76,102.66
CHIC 42,1/27/2022,THURSDAY,19:15,FRENCH FRIES,OZ,43.9,116.46
CHIC 42,1/27/2022,THURSDAY,19:30,FRENCH FRIES,OZ,42.92,95.31
CHIC 42,1/27/2022,THURSDAY,19:45,FRENCH FRIES,OZ,49.06,84.41
CHIC 42,1/27/2022,THURSDAY,20:00,FRENCH FRIES,OZ,52.38,89.7
CHIC 42,1/27/2022,THURSDAY,20:15,FRENCH FRIES,OZ,30.82,76.67
CHIC 42,1/27/2022,THURSDAY,20:30,FRENCH FRIES,OZ,45.14,66.53
CHIC 42,1/27/2022,THURSDAY,20:45,FRENCH FRIES,OZ,30.02,73.82
CHIC 42,1/27/2022,THURSDAY,21:00,FRENCH FRIES,OZ,8.92,67.57
CHIC 42,1/27/2022,THURSDAY,21:15,FRENCH FRIES,OZ,39.3,54.95
CHIC 42,1/27/2022,THURSDAY,21:30,FRENCH FRIES,OZ,5,76.71
CHIC 42,1/27/2022,THURSDAY,21:45,FRENCH FRIES,OZ,30.96,76.9
CHIC 42,1/27/2022,THURSDAY,22:00,FRENCH FRIES,OZ,4.46,69.03
CHIC 42,1/27/2022,THURSDAY,22:15,FRENCH FRIES,OZ,31.76,77.62
CHIC 42,1/27/2022,THURSDAY,22:30,FRENCH FRIES,OZ,34.48,63.52
CHIC 42,1/27/2022,THURSDAY,22:45,FRENCH FRIES,OZ,72.9,56.09
CHIC 42,1/27/2022,THURSDAY,23:00,FRENCH FRIES,OZ,42.92,76.25
CHIC 42,1/27/2022,THURSDAY,23:15,FRENCH FRIES,OZ,38.46,71.57
CHIC 42,1/27/2022,THURSDAY,23:30,FRENCH FRIES,OZ,76.08,70.78
CHIC 42,1/27/2022,THURSDAY,23:45,FRENCH FRIES,OZ,36.22,67.13
CHIC 42,1/27/2022,THURSDAY,0:00,FRENCH FRIES,OZ,43.46,78.02
CHIC 42,1/27/2022,THURSDAY,0:15,FRENCH FRIES,OZ,22.3,79.69
CHIC 42,1/27/2022,THURSDAY,0:30,FRENCH FRIES,OZ,34.08,69.04
CHIC 42,1/27/2022,THURSDAY,0:45,FRENCH FRIES,OZ,39.34,68.79
CHIC 42,1/27/2022,THURSDAY,1:00,FRENCH FRIES,OZ,8.92,72.76
CHIC 42,1/27/2022,THURSDAY,1:15,FRENCH FRIES,OZ,13.38,59.24
CHIC 42,1/27/2022,THURSDAY,1:30,FRENCH FRIES,OZ,13.38,51.85
CHIC 42,1/27/2022,THURSDAY,1:45,FRENCH FRIES,OZ,4.46,40.88
CHIC 42,1/27/2022,THURSDAY,2:00,FRENCH FRIES,OZ,13.38,43.44
CHIC 42,1/27/2022,THURSDAY,2:15,FRENCH FRIES,OZ,22,36.79
CHIC 42,1/27/2022,THURSDAY,2:30,FRENCH FRIES,OZ,12.54,40.22
CHIC 42,1/27/2022,THURSDAY,2:45,FRENCH FRIES,OZ,0,36.09
CHIC 42,1/27/2022,THURSDAY,3:00,FRENCH FRIES,OZ,17.44,40.36
CHIC 42,1/27/2022,THURSDAY,3:15,FRENCH FRIES,OZ,9.46,40.6
CHIC 42,1/27/2022,THURSDAY,3:30,FRENCH FRIES,OZ,4.46,27.17
CHIC 42,1/27/2022,THURSDAY,3:45,FRENCH FRIES,OZ,25.08,28.31
CHIC 42,1/27/2022,THURSDAY,4:00,FRENCH FRIES,OZ,4.46,25.23
CHIC 42,1/27/2022,THURSDAY,4:15,FRENCH FRIES,OZ,22.3,36.63
CHIC 42,1/27/2022,THURSDAY,4:30,FRENCH FRIES,OZ,4.46,23.24
CHIC 42,1/27/2022,THURSDAY,4:45,FRENCH FRIES,OZ,17.44,19.74
CHIC 42,1/27/2022,THURSDAY,5:00,FRENCH FRIES,OZ,4.46,26.83
CHIC 42,1/27/2022,THURSDAY,5:15,FRENCH FRIES,OZ,0,18.42
CHIC 42,1/27/2022,THURSDAY,5:30,FRENCH FRIES,OZ,25.08,26.95
CHIC 42,1/27/2022,THURSDAY,5:45,FRENCH FRIES,OZ,0,31.94
CHIC 42,1/28/2022,FRIDAY,6:00,FRENCH FRIES,OZ,0,17.15
CHIC 42,1/28/2022,FRIDAY,6:15,FRENCH FRIES,OZ,8.92,24.94
CHIC 42,1/28/2022,FRIDAY,6:30,FRENCH FRIES,OZ,4.46,17.73
CHIC 42,1/28/2022,FRIDAY,6:45,FRENCH FRIES,OZ,4.46,34.49
CHIC 42,1/28/2022,FRIDAY,7:00,FRENCH FRIES,OZ,0,32.53
CHIC 42,1/28/2022,FRIDAY,7:15,FRENCH FRIES,OZ,4.46,27.42
CHIC 42,1/28/2022,FRIDAY,7:30,FRENCH FRIES,OZ,17,42.58
CHIC 42,1/28/2022,FRIDAY,7:45,FRENCH FRIES,OZ,0,43.47
CHIC 42,1/28/2022,FRIDAY,8:00,FRENCH FRIES,OZ,0,56.61
CHIC 42,1/28/2022,FRIDAY,8:15,FRENCH FRIES,OZ,0,45.63
CHIC 42,1/28/2022,FRIDAY,8:30,FRENCH FRIES,OZ,8.92,58.81
CHIC 42,1/28/2022,FRIDAY,8:45,FRENCH FRIES,OZ,4.46,42.46
CHIC 42,1/28/2022,FRIDAY,9:00,FRENCH FRIES,OZ,4.46,46.99
CHIC 42,1/28/2022,FRIDAY,9:15,FRENCH FRIES,OZ,17.44,63.24
CHIC 42,1/28/2022,FRIDAY,9:30,FRENCH FRIES,OZ,44.2,64.64
CHIC 42,1/28/2022,FRIDAY,9:45,FRENCH FRIES,OZ,4.46,64.39
CHIC 42,1/28/2022,FRIDAY,10:00,FRENCH FRIES,OZ,4.46,70.56
CHIC 42,1/28/2022,FRIDAY,10:15,FRENCH FRIES,OZ,8.92,80.89
CHIC 42,1/28/2022,FRIDAY,10:30,FRENCH FRIES,OZ,30.82,112.22
CHIC 42,1/28/2022,FRIDAY,10:45,FRENCH FRIES,OZ,94.76,93.88
CHIC 42,1/28/2022,FRIDAY,11:00,FRENCH FRIES,OZ,17.84,90.9
CHIC 42,1/28/2022,FRIDAY,11:15,FRENCH FRIES,OZ,35.82,109.38
CHIC 42,1/28/2022,FRIDAY,11:30,FRENCH FRIES,OZ,44.2,151.89
CHIC 42,1/28/2022,FRIDAY,11:45,FRENCH FRIES,OZ,29.98,137.06
CHIC 42,1/28/2022,FRIDAY,12:00,FRENCH FRIES,OZ,36.22,160.62
CHIC 42,1/28/2022,FRIDAY,12:15,FRENCH FRIES,OZ,53.12,186.92
CHIC 42,1/28/2022,FRIDAY,12:30,FRENCH FRIES,OZ,39.3,173.78
CHIC 42,1/28/2022,FRIDAY,12:45,FRENCH FRIES,OZ,13.38,170.72
CHIC 42,1/28/2022,FRIDAY,13:00,FRENCH FRIES,OZ,21.46,188.94
CHIC 42,1/28/2022,FRIDAY,13:15,FRENCH FRIES,OZ,78.6,132.75
CHIC 42,1/28/2022,FRIDAY,13:30,FRENCH FRIES,OZ,51.44,133.77
CHIC 42,1/28/2022,FRIDAY,13:45,FRENCH FRIES,OZ,73.82,126.44
CHIC 42,1/28/2022,FRIDAY,14:00,FRENCH FRIES,OZ,55.9,123.7
CHIC 42,1/28/2022,FRIDAY,14:15,FRENCH FRIES,OZ,34.04,135.56
CHIC 42,1/28/2022,FRIDAY,14:30,FRENCH FRIES,OZ,4.46,102.06
CHIC 42,1/28/2022,FRIDAY,14:45,FRENCH FRIES,OZ,39.3,118.33
CHIC 42,1/28/2022,FRIDAY,15:00,FRENCH FRIES,OZ,85.44,105.06
CHIC 42,1/28/2022,FRIDAY,15:15,FRENCH FRIES,OZ,26.76,94.45
CHIC 42,1/28/2022,FRIDAY,15:30,FRENCH FRIES,OZ,60.8,123.19
CHIC 42,1/28/2022,FRIDAY,15:45,FRENCH FRIES,OZ,30.42,98.33
CHIC 42,1/28/2022,FRIDAY,16:00,FRENCH FRIES,OZ,42.52,116.98
CHIC 42,1/28/2022,FRIDAY,16:15,FRENCH FRIES,OZ,38.46,113.9
CHIC 42,1/28/2022,FRIDAY,16:30,FRENCH FRIES,OZ,17.84,100.73
CHIC 42,1/28/2022,FRIDAY,16:45,FRENCH FRIES,OZ,80.98,121.66
CHIC 42,1/28/2022,FRIDAY,17:00,FRENCH FRIES,OZ,47.92,116.3
CHIC 42,1/28/2022,FRIDAY,17:15,FRENCH FRIES,OZ,38.9,117.35
CHIC 42,1/28/2022,FRIDAY,17:30,FRENCH FRIES,OZ,110.92,118.58
CHIC 42,1/28/2022,FRIDAY,17:45,FRENCH FRIES,OZ,46.58,119.23
CHIC 42,1/28/2022,FRIDAY,18:00,FRENCH FRIES,OZ,118.2,139.52
CHIC 42,1/28/2022,FRIDAY,18:15,FRENCH FRIES,OZ,26.76,158.28
CHIC 42,1/28/2022,FRIDAY,18:30,FRENCH FRIES,OZ,30.38,152.55
CHIC 42,1/28/2022,FRIDAY,18:45,FRENCH FRIES,OZ,35.38,155.95
CHIC 42,1/28/2022,FRIDAY,19:00,FRENCH FRIES,OZ,73,135.63
CHIC 42,1/28/2022,FRIDAY,19:15,FRENCH FRIES,OZ,38.46,108.84
CHIC 42,1/28/2022,FRIDAY,19:30,FRENCH FRIES,OZ,25.08,116.53
CHIC 42,1/28/2022,FRIDAY,19:45,FRENCH FRIES,OZ,21.46,120.57
CHIC 42,1/28/2022,FRIDAY,20:00,FRENCH FRIES,OZ,46.54,107.89
CHIC 42,1/28/2022,FRIDAY,20:15,FRENCH FRIES,OZ,12.54,129.9
CHIC 42,1/28/2022,FRIDAY,20:30,FRENCH FRIES,OZ,8.92,109.99
CHIC 42,1/28/2022,FRIDAY,20:45,FRENCH FRIES,OZ,48.26,102.62
CHIC 42,1/28/2022,FRIDAY,21:00,FRENCH FRIES,OZ,57.28,101.79
CHIC 42,1/28/2022,FRIDAY,21:15,FRENCH FRIES,OZ,67.16,86.47
CHIC 42,1/28/2022,FRIDAY,21:30,FRENCH FRIES,OZ,13.38,100.59
CHIC 42,1/28/2022,FRIDAY,21:45,FRENCH FRIES,OZ,34.44,108.48
CHIC 42,1/28/2022,FRIDAY,22:00,FRENCH FRIES,OZ,21.46,113.34
CHIC 42,1/28/2022,FRIDAY,22:15,FRENCH FRIES,OZ,63.98,115.43
CHIC 42,1/28/2022,FRIDAY,22:30,FRENCH FRIES,OZ,25.08,104.85
CHIC 42,1/28/2022,FRIDAY,22:45,FRENCH FRIES,OZ,26.9,116.48
CHIC 42,1/28/2022,FRIDAY,23:00,FRENCH FRIES,OZ,46.54,133.37
CHIC 42,1/28/2022,FRIDAY,23:15,FRENCH FRIES,OZ,49.06,108.1
CHIC 42,1/28/2022,FRIDAY,23:30,FRENCH FRIES,OZ,44.3,121.88
CHIC 42,1/28/2022,FRIDAY,23:45,FRENCH FRIES,OZ,38.46,117.81
CHIC 42,1/28/2022,FRIDAY,0:00,FRENCH FRIES,OZ,47.82,139.38
CHIC 42,1/28/2022,FRIDAY,0:15,FRENCH FRIES,OZ,40.14,126.19
CHIC 42,1/28/2022,FRIDAY,0:30,FRENCH FRIES,OZ,29.54,96.19
CHIC 42,1/28/2022,FRIDAY,0:45,FRENCH FRIES,OZ,25.92,98.51
CHIC 42,1/28/2022,FRIDAY,1:00,FRENCH FRIES,OZ,43.36,89.46
CHIC 42,1/28/2022,FRIDAY,1:15,FRENCH FRIES,OZ,51.04,78.86
CHIC 42,1/28/2022,FRIDAY,1:30,FRENCH FRIES,OZ,33.6,82.12
CHIC 42,1/28/2022,FRIDAY,1:45,FRENCH FRIES,OZ,8.52,83
CHIC 42,1/28/2022,FRIDAY,2:00,FRENCH FRIES,OZ,29.54,80.14
CHIC 42,1/28/2022,FRIDAY,2:15,FRENCH FRIES,OZ,51.88,81.15
CHIC 42,1/28/2022,FRIDAY,2:30,FRENCH FRIES,OZ,34.48,82.15
CHIC 42,1/28/2022,FRIDAY,2:45,FRENCH FRIES,OZ,17.84,100.15
CHIC 42,1/28/2022,FRIDAY,3:00,FRENCH FRIES,OZ,13.38,83.49
CHIC 42,1/28/2022,FRIDAY,3:15,FRENCH FRIES,OZ,34.48,77.36
CHIC 42,1/28/2022,FRIDAY,3:30,FRENCH FRIES,OZ,43.36,66.03
CHIC 42,1/28/2022,FRIDAY,3:45,FRENCH FRIES,OZ,4.46,44.95
CHIC 42,1/28/2022,FRIDAY,4:00,FRENCH FRIES,OZ,17.44,29.35
CHIC 42,1/28/2022,FRIDAY,4:15,FRENCH FRIES,OZ,21.46,31.53
CHIC 42,1/28/2022,FRIDAY,4:30,FRENCH FRIES,OZ,5,41.71
CHIC 42,1/28/2022,FRIDAY,4:45,FRENCH FRIES,OZ,0,16.48
CHIC 42,1/28/2022,FRIDAY,5:00,FRENCH FRIES,OZ,0,21.68
CHIC 42,1/28/2022,FRIDAY,5:15,FRENCH FRIES,OZ,0,32.04
CHIC 42,1/28/2022,FRIDAY,5:30,FRENCH FRIES,OZ,17.04,17.44
CHIC 42,1/28/2022,FRIDAY,5:45,FRENCH FRIES,OZ,4.46,24.58
CHIC 42,1/29/2022,SATURDAY,6:00,FRENCH FRIES,OZ,0,16.98
CHIC 42,1/29/2022,SATURDAY,6:15,FRENCH FRIES,OZ,4.46,25.71
CHIC 42,1/29/2022,SATURDAY,6:30,FRENCH FRIES,OZ,0,16.44
CHIC 42,1/29/2022,SATURDAY,6:45,FRENCH FRIES,OZ,4.46,27.24
CHIC 42,1/29/2022,SATURDAY,7:00,FRENCH FRIES,OZ,0,13.84
CHIC 42,1/29/2022,SATURDAY,7:15,FRENCH FRIES,OZ,0,14.18
CHIC 42,1/29/2022,SATURDAY,7:30,FRENCH FRIES,OZ,0,23.65
CHIC 42,1/29/2022,SATURDAY,7:45,FRENCH FRIES,OZ,4.46,29.34
CHIC 42,1/29/2022,SATURDAY,8:00,FRENCH FRIES,OZ,9.46,34.08
CHIC 42,1/29/2022,SATURDAY,8:15,FRENCH FRIES,OZ,0,59.34
CHIC 42,1/29/2022,SATURDAY,8:30,FRENCH FRIES,OZ,4.46,51.71
CHIC 42,1/29/2022,SATURDAY,8:45,FRENCH FRIES,OZ,17.44,51.08
CHIC 42,1/29/2022,SATURDAY,9:00,FRENCH FRIES,OZ,21.46,34.33
CHIC 42,1/29/2022,SATURDAY,9:15,FRENCH FRIES,OZ,12.98,56.63
CHIC 42,1/29/2022,SATURDAY,9:30,FRENCH FRIES,OZ,0,72.05
